Name	Length	EffectiveLength	TPM	NumReads
FBtr0078872	1228	1046.281	0.108222	1.000
FBtr0077839	2112	1930.281	9.063370	154.506
FBtr0077837	2331	2149.281	2.733615	51.888
FBtr0077838	2235	2053.281	3.399766	61.650
FBtr0077836	2325	2143.281	25.409213	480.956
FBtr0075133	4018	3836.281	0.405463	13.737
FBtr0332862	2190	2008.281	3.679648	65.263
FBtr0087988	1754	1572.281	172.512813	2395.448
FBtr0087987	1948	1766.281	474.614046	7403.474
FBtr0074688	1633	1451.281	52.586373	674.000
FBtr0086864	3503	3321.281	13.602918	399.000
FBtr0083361	1283	1101.281	0.000000	0.000
FBtr0392904	4164	3982.281	9.136505	321.327
FBtr0084588	2385	2203.281	99.160589	1929.497
FBtr0303161	2639	2457.281	12.046151	261.420
FBtr0079257	1918	1736.281	16.238435	249.000
FBtr0307341	906	724.487	0.000271	0.002
FBtr0084989	527	345.669	0.000185	0.001
FBtr0306309	750	568.572	0.782146	3.927
FBtr0344570	539	357.664	0.022975	0.073
FBtr0078090	1219	1037.281	33.949143	311.000
FBtr0087439	546	364.664	25.461636	82.000
FBtr0070960	2096	1914.281	0.128509	2.173
FBtr0302357	2296	2114.281	0.104993	1.960
FBtr0302356	2428	2246.281	0.094305	1.871
FBtr0340571	3830	3648.281	0.015518	0.500
FBtr0340572	3825	3643.281	0.015540	0.500
FBtr0080267	3305	3123.281	0.000000	0.000
FBtr0077141	787	605.557	0.000000	0.000
FBtr0306593	981	799.424	0.000000	0.000
FBtr0081719	1938	1756.281	80.203110	1244.000
FBtr0071549	1655	1473.281	34.815886	453.000
FBtr0308832	1068	886.281	11.299106	88.440
FBtr0308833	2043	1861.281	29.902726	491.539
FBtr0074921	2263	2081.281	2.721347	50.021
FBtr0073011	1996	1814.281	0.062411	1.000
FBtr0112378	450	268.731	0.000000	0.000
FBtr0342602	1596	1414.281	0.202095	2.524
FBtr0080326	1217	1035.281	92.908962	849.476
FBtr0085405	675	493.608	182.827408	797.000
FBtr0339295	331	149.824	0.000000	0.000
FBtr0300316	205	29.353	0.000000	0.000
FBtr0300904	2130	1948.281	0.000000	0.000
FBtr0081633	2196	2014.281	0.000000	0.000
FBtr0300905	2052	1870.281	0.000000	0.000
FBtr0335279	1234	1052.281	0.075496	0.702
FBtr0335281	1199	1017.281	0.079286	0.712
FBtr0290216	733	551.584	0.000000	0.000
FBtr0335280	740	558.576	0.000000	0.000
FBtr0077120	1711	1529.281	17.606977	237.797
FBtr0081676	887	705.489	0.000000	0.000
FBtr0076639	2093	1911.281	0.153234	2.587
FBtr0079280	1148	966.281	0.234364	2.000
FBtr0304827	5797	5615.281	0.069267	3.435
FBtr0433494	6405	6223.281	0.120284	6.611
FBtr0333832	6581	6399.281	0.113646	6.423
FBtr0433497	5654	5472.281	0.072163	3.488
FBtr0333833	6118	5936.281	0.063557	3.332
FBtr0433496	5848	5666.281	0.066480	3.327
FBtr0304826	8410	8228.281	0.066206	4.811
FBtr0433495	8302	8120.281	0.067589	4.847
FBtr0433493	8251	8069.281	0.069565	4.957
FBtr0300808	2019	1837.281	0.000000	0.000
FBtr0300809	4061	3879.281	0.000000	0.000
FBtr0301700	4064	3882.281	0.000000	0.000
FBtr0072287	5108	4926.281	28.662369	1247.000
FBtr0343633	2816	2634.281	5.824743	135.511
FBtr0074281	2640	2458.281	55.592301	1206.928
FBtr0343632	2730	2548.281	2.293838	51.623
FBtr0074279	3898	3716.281	39.803667	1306.372
FBtr0074280	3895	3713.281	2.395754	78.566
FBtr0072238	1035	853.281	0.000000	0.000
FBtr0308073	1317	1135.281	0.955770	9.583
FBtr0082360	764	582.567	82.811042	426.059
FBtr0082361	1024	842.281	0.182620	1.358
FBtr0079938	1428	1246.281	4.179330	46.000
FBtr0077227	1279	1097.281	177.904118	1724.007
FBtr0091702	1278	1096.281	8.036059	77.804
FBtr0074882	2425	2243.281	19.129640	378.988
FBtr0332153	3588	3406.281	2.307138	69.405
FBtr0310476	2042	1860.281	3.414818	56.102
FBtr0100666	2416	2234.281	9.009454	177.775
FBtr0332726	2033	1851.281	2.674643	43.729
FBtr0080287	1089	907.281	24.705066	197.953
FBtr0309307	5887	5705.281	0.051223	2.581
FBtr0300898	5037	4855.281	0.009773	0.419
FBtr0080024	1050	868.281	9.389383	72.000
FBtr0077389	2263	2081.281	101.627438	1868.000
FBtr0290204	1958	1776.281	0.000000	0.000
FBtr0086689	848	666.533	20.547724	120.954
FBtr0306636	1574	1392.281	13.593363	167.143
FBtr0086687	1472	1290.281	17.768529	202.475
FBtr0086690	2195	2013.281	0.726855	12.924
FBtr0086686	1532	1350.281	1.074625	12.815
FBtr0340359	2225	2043.281	2.555201	46.109
FBtr0301148	981	799.424	83.874419	592.164
FBtr0086684	908	726.487	0.494356	3.172
FBtr0306637	2237	2055.281	1.225161	22.238
FBtr0301149	1514	1332.281	2.040262	24.006
FBtr0086600	1106	924.281	0.843987	6.889
FBtr0331978	1118	936.281	24.079820	199.111
FBtr0078769	621	439.635	4169.063229	16187.000
FBtr0070712	1878	1696.281	0.667524	10.000
FBtr0343263	1108	926.281	0.000000	0.000
FBtr0343264	928	746.481	0.000000	0.000
FBtr0072024	920	738.485	0.000000	0.000
FBtr0113111	979	797.426	0.000000	0.000
FBtr0333452	4664	4482.281	0.133650	5.291
FBtr0333450	3996	3814.281	0.117329	3.952
FBtr0333451	4043	3861.281	0.114452	3.903
FBtr0300831	4092	3910.281	0.111605	3.854
FBtr0076303	1640	1458.281	0.890995	11.475
FBtr0076302	1655	1473.281	0.838661	10.912
FBtr0076301	2049	1867.281	80.141863	1321.613
FBtr0077098	1123	941.281	93.132259	774.203
FBtr0070552	1047	865.281	0.130860	1.000
FBtr0075818	1346	1164.281	32.774565	337.000
FBtr0088789	1908	1726.281	5.575352	85.000
FBtr0304960	503	321.688	0.000000	0.000
FBtr0075249	843	661.536	0.000000	0.000
FBtr0084104	1804	1622.281	237.171294	3398.000
FBtr0336911	2177	1995.281	7.154283	126.068
FBtr0088974	1597	1415.281	18.631103	232.872
FBtr0100360	4963	4781.281	0.779306	32.907
FBtr0110880	2920	2738.281	0.095857	2.318
FBtr0334105	2225	2043.281	0.088329	1.594
FBtr0301185	2946	2764.281	0.087827	2.144
FBtr0110881	4262	4080.281	1.888075	68.037
FBtr0336928	1138	956.281	0.207778	1.755
FBtr0072107	995	813.416	0.034137	0.245
FBtr0085786	2956	2774.281	18.644547	456.812
FBtr0085785	3082	2900.281	0.868793	22.253
FBtr0334549	2894	2712.281	1.785138	42.760
FBtr0334550	3020	2838.281	0.565481	14.175
FBtr0340191	4545	4363.281	6.020764	232.006
FBtr0073848	4477	4295.281	54.805783	2078.994
FBtr0078387	3371	3189.281	8.897894	250.620
FBtr0087487	2027	1845.281	14.788338	241.000
FBtr0083735	2688	2506.281	0.128508	2.844
FBtr0332539	2448	2266.281	0.162757	3.258
FBtr0077790	977	795.427	0.000000	0.000
FBtr0331440	941	759.477	0.000000	0.000
FBtr0331439	971	789.439	0.000000	0.000
FBtr0082634	1746	1564.281	19.616402	271.000
FBtr0079612	1320	1138.281	6.963273	70.000
FBtr0087980	1799	1617.281	0.000000	0.000
FBtr0087979	1558	1376.281	0.000000	0.000
FBtr0072044	1063	881.281	0.000000	0.000
FBtr0343206	1072	890.281	0.000000	0.000
FBtr0072043	1160	978.281	0.000000	0.000
FBtr0075225	1132	950.281	0.000000	0.000
FBtr0112489	446	264.735	12.636199	29.544
FBtr0339263	740	558.576	0.700657	3.456
FBtr0301018	2276	2094.281	1.405734	26.000
FBtr0302526	640	458.617	3.308006	13.398
FBtr0100009	3280	3098.281	6.541797	179.000
FBtr0089901	2338	2156.281	0.707049	13.464
FBtr0089902	1803	1621.281	0.259366	3.714
FBtr0300562	2617	2435.281	3.711309	79.820
FBtr0089900	2125	1943.281	0.379762	6.518
FBtr0089904	2355	2173.281	0.645606	12.391
FBtr0301521	2467	2285.281	1.203634	24.292
FBtr0089905	2568	2386.281	1.414065	29.801
FBtr0345390	5214	5032.281	0.469353	20.859
FBtr0331425	3556	3374.281	3.772613	112.424
FBtr0332155	4408	4226.281	4.461555	166.525
FBtr0075014	3541	3359.281	1.565115	46.433
FBtr0078874	603	421.651	0.000000	0.000
FBtr0083452	2975	2793.281	12.792037	315.565
FBtr0302317	2262	2080.281	17.495861	321.435
FBtr0333248	2543	2361.281	0.000000	0.000
FBtr0114524	2411	2229.281	0.000000	0.000
FBtr0273385	6171	5989.281	0.813463	43.028
FBtr0339307	6637	6455.281	1.083380	61.763
FBtr0273384	6439	6257.281	2.591489	143.209
FBtr0082117	3807	3625.281	2.537578	81.245
FBtr0082116	6303	6121.281	1.023798	55.347
FBtr0082118	4671	4489.281	2.482539	98.426
FBtr0085011	1569	1387.281	0.081621	1.000
FBtr0081174	4145	3963.281	0.391682	13.710
FBtr0081175	3934	3752.281	0.437806	14.508
FBtr0303241	4041	3859.281	0.848698	28.926
FBtr0081176	3893	3711.281	0.557430	18.270
FBtr0305129	2997	2815.281	8.152562	202.699
FBtr0339156	2994	2812.281	2.094961	52.032
FBtr0339157	2988	2806.281	1.100294	27.269
FBtr0071784	2049	1867.281	1.042079	17.185
FBtr0071785	1989	1807.281	52.741914	841.815
FBtr0089148	3050	2868.281	1.813178	45.930
FBtr0089147	2773	2591.281	1.635762	37.434
FBtr0089150	2762	2580.281	3.516355	80.130
FBtr0089146	2709	2527.281	5.740236	128.120
FBtr0308247	2614	2432.281	14.417414	309.697
FBtr0089149	2840	2658.281	1.136818	26.689
FBtr0302559	2531	2349.281	0.024105	0.500
FBtr0346506	2597	2415.281	0.023435	0.500
FBtr0302190	3048	2866.281	3.637565	92.080
FBtr0086145	3054	2872.281	5.752454	145.920
FBtr0306281	375	193.808	0.000000	0.000
FBtr0306280	392	210.794	0.000000	0.000
FBtr0306258	4812	4630.281	3.144549	128.588
FBtr0073119	3828	3646.281	61.707083	1987.103
FBtr0073120	4106	3924.281	88.295112	3060.074
FBtr0073118	4763	4581.281	71.118643	2877.435
FBtr0337055	3442	3260.281	15.162666	436.582
FBtr0333895	3491	3309.281	81.061874	2369.111
FBtr0337056	4046	3864.281	2.669589	91.106
FBtr0077442	1411	1229.281	5.710911	62.000
FBtr0076018	1266	1084.281	2.426172	23.233
FBtr0076017	963	781.449	12.137774	83.767
FBtr0339781	3357	3175.281	0.186422	5.228
FBtr0070778	3093	2911.281	0.242832	6.243
FBtr0344824	2804	2622.281	0.368276	8.529
FBtr0345292	830	648.540	15.957475	91.398
FBtr0070983	837	655.539	10.581090	61.258
FBtr0070982	1100	918.281	1.715482	13.912
FBtr0070981	941	759.477	80.626900	540.791
FBtr0070980	854	672.517	5183.847412	30788.641
FBtr0307300	2919	2737.281	11.960487	289.137
FBtr0113024	3030	2848.281	1.008024	25.356
FBtr0332600	2913	2731.281	0.518490	12.507
FBtr0083414	2815	2633.281	19.037881	442.742
FBtr0337043	3789	3607.281	0.698660	22.258
FBtr0077516	1338	1156.281	0.000000	0.000
FBtr0112524	1274	1092.281	1.824757	17.603
FBtr0089233	3691	3509.281	3.276892	101.558
FBtr0334626	3376	3194.281	1.362576	38.439
FBtr0310651	3526	3344.281	6.421926	189.672
FBtr0089229	3501	3319.281	12.496673	366.331
FBtr0082920	981	799.424	0.000000	0.000
FBtr0077386	1734	1552.281	22.128283	303.356
FBtr0071106	2301	2119.281	0.000000	0.000
FBtr0070937	2201	2019.281	131.660052	2347.934
FBtr0070938	2487	2305.281	57.274847	1166.066
FBtr0070397	1267	1085.281	0.938999	9.000
FBtr0074346	819	637.544	0.000000	0.000
FBtr0071471	1606	1424.281	0.039752	0.500
FBtr0330316	1609	1427.281	0.039664	0.500
FBtr0074918	1253	1071.281	20.375925	192.777
FBtr0072124	2163	1981.281	21.896208	383.134
FBtr0071683	1189	1007.281	78.576265	699.000
FBtr0077403	1061	879.281	0.029260	0.227
FBtr0113021	1089	907.281	0.025372	0.203
FBtr0077402	1231	1049.281	0.312140	2.893
FBtr0077401	1011	829.281	0.228975	1.677
FBtr0300280	1584	1402.281	0.161495	2.000
FBtr0346378	3461	3279.281	0.627860	18.183
FBtr0074809	2896	2714.281	34.022932	815.571
FBtr0335137	3353	3171.281	0.829987	23.246
FBtr0346141	373	191.808	0.001222	0.002
FBtr0085611	272	90.867	23.673592	18.998
FBtr0074029	585	403.654	0.000000	0.000
FBtr0075388	1505	1323.281	0.070679	0.826
FBtr0343534	2295	2113.281	0.116484	2.174
FBtr0086001	1762	1580.281	0.501567	7.000
FBtr0321315	1239	1057.281	0.000000	0.000
FBtr0333037	2846	2664.281	0.973862	22.915
FBtr0075724	2737	2555.281	1.831729	41.337
FBtr0075723	2084	1902.281	2.485042	41.749
FBtr0342770	3744	3562.281	11.597316	364.855
FBtr0070420	3766	3584.281	63.167309	1999.538
FBtr0342771	3838	3656.281	3.704085	119.607
FBtr0333323	2883	2701.281	0.869839	20.751
FBtr0333322	2930	2748.281	0.378089	9.177
FBtr0074137	2347	2165.281	4.441487	84.933
FBtr0074135	2386	2204.281	44.800559	872.139
FBtr0308136	1697	1515.281	0.000000	0.000
FBtr0080237	698	516.603	0.000000	0.000
FBtr0300638	3446	3264.281	0.054779	1.579
FBtr0073729	466	284.718	63.736086	160.264
FBtr0084836	743	561.574	23.590848	117.000
FBtr0082430	1248	1066.281	0.521767	4.913
FBtr0335211	1142	960.281	29.960445	254.087
FBtr0076857	1307	1125.281	0.704372	7.000
FBtr0300424	902	720.487	1.100111	7.000
FBtr0083860	1793	1611.281	4.628619	65.865
FBtr0302327	1744	1562.281	149.138131	2057.705
FBtr0083861	1877	1695.281	6.440732	96.430
FBtr0083086	1479	1297.281	21.153802	242.358
FBtr0334589	2552	2370.281	1.367922	28.635
FBtr0091874	595	413.653	2.148289	7.848
FBtr0073935	992	810.417	0.000000	0.000
FBtr0073300	818	636.545	0.000000	0.000
FBtr0073299	2460	2278.281	0.000000	0.000
FBtr0088841	1522	1340.281	1.352659	16.011
FBtr0088842	1468	1286.281	62.912838	714.678
FBtr0345599	2094	1912.281	0.056722	0.958
FBtr0070422	1749	1567.281	0.075286	1.042
FBtr0342772	681	499.607	0.000000	0.000
FBtr0070421	1547	1365.281	0.082936	1.000
FBtr0333023	2495	2313.281	0.168487	3.442
FBtr0075579	1678	1496.281	0.193565	2.558
FBtr0072248	2815	2633.281	0.037440	0.871
FBtr0345620	2931	2749.281	0.063666	1.546
FBtr0072247	2800	2618.281	0.068479	1.583
FBtr0072253	1306	1124.281	0.320380	3.181
FBtr0343432	1090	908.281	35.644395	285.921
FBtr0073127	1478	1296.281	0.259855	2.975
FBtr0073128	1471	1289.281	0.265683	3.025
FBtr0079458	1541	1359.281	0.002536	0.030
FBtr0079460	1595	1413.281	1.077765	13.452
FBtr0079462	1526	1344.281	0.089606	1.064
FBtr0079461	1505	1323.281	0.091056	1.064
FBtr0079459	1585	1403.281	0.919028	11.390
FBtr0081997	1156	974.281	36.006298	309.812
FBtr0081996	1257	1075.281	1.846505	17.535
FBtr0336761	1233	1051.281	8.686956	80.653
FBtr0336637	3026	2844.281	0.044483	1.117
FBtr0300693	1964	1782.281	0.024659	0.388
FBtr0336636	3290	3108.281	0.039805	1.093
FBtr0071797	3770	3588.281	0.075791	2.402
FBtr0336638	1523	1341.281	0.000000	0.000
FBtr0087382	5033	4851.281	33.984516	1456.038
FBtr0339998	5235	5053.281	2.280232	101.762
FBtr0301478	2790	2608.281	20.208825	465.512
FBtr0089521	2653	2471.281	8.781638	191.661
FBtr0306351	2221	2039.281	2.467127	44.433
FBtr0306350	2503	2321.281	2.114810	43.354
FBtr0301477	4782	4600.281	0.493272	20.040
FBtr0300224	1562	1380.281	0.016581	0.202
FBtr0114515	1508	1326.281	0.121220	1.420
FBtr0087406	329	147.825	0.000000	0.000
FBtr0072888	2130	1948.281	0.000000	0.000
FBtr0085859	1170	988.281	0.229147	2.000
FBtr0334894	6412	6230.281	46.179129	2540.906
FBtr0084460	6624	6442.281	4.878964	277.589
FBtr0304567	3987	3805.281	7.959947	267.505
FBtr0070907	2510	2328.281	121.070167	2489.475
FBtr0070906	2636	2454.281	0.900132	19.510
FBtr0305911	1961	1779.281	12.328720	193.730
FBtr0289953	2161	1979.281	6.315303	110.392
FBtr0305910	2015	1833.281	3.451242	55.878
FBtr0088312	1656	1474.281	0.255547	3.327
FBtr0088313	2297	2115.281	0.510131	9.530
FBtr0088311	2351	2169.281	0.437277	8.377
FBtr0304592	2591	2409.281	0.646950	13.766
FBtr0088882	1935	1753.281	88.283962	1367.000
FBtr0079894	2382	2200.281	22.215402	431.686
FBtr0331635	2356	2174.281	5.354478	102.818
FBtr0345615	2623	2441.281	4.876465	105.138
FBtr0071338	3399	3217.281	140.672748	3997.000
FBtr0334508	4486	4304.281	0.099199	3.771
FBtr0085746	3506	3324.281	0.041866	1.229
FBtr0085085	1541	1359.281	90.417973	1085.423
FBtr0085084	2075	1893.281	0.752165	12.577
FBtr0079304	905	723.487	0.000159	0.001
FBtr0079732	925	743.483	0.152298	1.000
FBtr0071108	3145	2963.281	9.671419	253.104
FBtr0340139	3231	3049.281	2.488166	67.006
FBtr0071107	3426	3244.281	36.685214	1051.102
FBtr0340138	4238	4056.281	1.585265	56.789
FBtr0309839	4403	4221.281	1.311742	48.902
FBtr0309836	4378	4196.281	1.430450	53.012
FBtr0309837	3952	3770.281	2.224238	74.061
FBtr0073144	4107	3925.281	150.911096	5231.511
FBtr0309838	4006	3824.281	2.206251	74.514
FBtr0075152	2917	2735.281	23.140603	559.000
FBtr0300092	607	425.649	0.029775	0.112
FBtr0073892	1096	914.281	0.000000	0.000
FBtr0343143	1534	1352.281	0.000000	0.000
FBtr0332630	1663	1481.281	0.512525	6.705
FBtr0332631	1364	1182.281	48.658652	508.061
FBtr0332632	5997	5815.281	10.331409	530.598
FBtr0301268	1587	1405.281	0.402876	5.000
FBtr0085909	2020	1838.281	0.369576	6.000
FBtr0080763	2304	2122.281	27.423637	514.000
FBtr0086733	1297	1115.281	33.706885	332.000
FBtr0087262	852	670.523	193.017858	1143.000
FBtr0303232	702	520.603	7.829984	36.000
FBtr0344155	6716	6534.281	10.457176	603.459
FBtr0070316	6065	5883.281	24.493604	1272.646
FBtr0344279	6745	6563.281	0.086261	5.000
FBtr0076133	3030	2848.281	0.397541	10.000
FBtr0082259	2901	2719.281	45.637441	1096.000
FBtr0079708	1718	1536.281	15.256837	207.000
FBtr0330181	847	665.534	0.087297	0.513
FBtr0074894	650	468.611	122.866064	508.487
FBtr0082726	2913	2731.281	3.451732	83.260
FBtr0331429	2603	2421.281	2.439457	52.164
FBtr0331428	2948	2766.281	4.762079	116.340
FBtr0082727	2606	2424.281	2.950057	63.161
FBtr0301219	3098	2916.281	4.390363	113.075
FBtr0088166	1239	1057.281	0.000000	0.000
FBtr0310646	1830	1648.281	1.912406	27.839
FBtr0073730	1370	1188.281	191.452273	2009.161
FBtr0079724	633	451.621	11.700988	46.669
FBtr0346454	899	717.487	3.467192	21.970
FBtr0100541	611	429.646	6947.921056	26363.361
FBtr0343865	1567	1385.281	0.075555	0.924
FBtr0079324	1294	1112.281	0.109502	1.076
FBtr0079598	1156	974.281	50.671890	436.000
FBtr0081220	1093	911.281	1.812941	14.591
FBtr0300823	1159	977.281	0.677228	5.845
FBtr0081221	1054	872.281	24.867447	191.568
FBtr0310645	979	797.426	8.602820	60.585
FBtr0081219	1084	902.281	0.553588	4.411
FBtr0075314	465	283.719	67.447177	169.000
FBtr0070136	2103	1921.281	5.882080	99.806
FBtr0070137	2193	2011.281	0.989512	17.576
FBtr0070135	2124	1942.281	13.969196	239.618
FBtr0076688	2391	2209.281	21.387645	417.301
FBtr0346546	2609	2427.281	0.872309	18.699
FBtr0302935	3103	2921.281	13.685497	353.077
FBtr0082329	3115	2933.281	6.211979	160.923
FBtr0344017	5279	5097.281	0.587464	26.446
FBtr0091678	6366	6184.281	8.162630	445.815
FBtr0344016	5395	5213.281	0.407694	18.771
FBtr0342985	4422	4240.281	4.520019	169.266
FBtr0071815	4360	4178.281	16.346200	603.184
FBtr0071816	4190	4008.281	4.547837	160.990
FBtr0071813	4216	4034.281	210.908171	7514.407
FBtr0342986	4124	3942.281	9.924629	345.539
FBtr0071814	4255	4073.281	4.825138	173.576
FBtr0083049	682	500.607	66.046612	292.000
FBtr0079593	751	569.571	0.653040	3.285
FBtr0332415	1011	829.281	5.399429	39.544
FBtr0345640	3934	3752.281	5.870329	194.533
FBtr0077562	3784	3602.281	53.325223	1696.467
FBtr0085387	5031	4849.281	7.626710	326.625
FBtr0085386	4880	4698.281	15.457444	641.375
FBtr0085614	355	173.816	10.670211	16.379
FBtr0303924	5093	4911.281	0.064837	2.812
FBtr0303923	5120	4938.281	0.141881	6.188
FBtr0300811	4420	4238.281	17.793005	666.000
FBtr0340626	2866	2684.281	0.028161	0.668
FBtr0340627	2995	2813.281	0.026762	0.665
FBtr0340628	2870	2688.281	0.028115	0.667
FBtr0087784	1976	1794.281	198.268441	3141.805
FBtr0332882	2246	2064.281	0.571773	10.424
FBtr0339391	1899	1717.281	36.513774	553.775
FBtr0084095	7188	7006.281	1.098912	67.996
FBtr0343807	7002	6820.281	0.361203	21.756
FBtr0343805	4551	4369.281	5.852205	225.821
FBtr0343806	4719	4537.281	14.709517	589.426
FBtr0086801	711	529.597	1.684895	7.880
FBtr0344145	6340	6158.281	0.007771	0.423
FBtr0100454	3868	3686.281	0.037596	1.224
FBtr0082255	6557	6375.281	0.016796	0.946
FBtr0082256	4226	4044.281	0.027793	0.993
FBtr0100455	2462	2280.281	0.020610	0.415
FBtr0088783	1907	1725.281	47.450773	723.000
FBtr0301333	1977	1795.281	0.000000	0.000
FBtr0332689	1974	1792.281	0.000000	0.000
FBtr0086107	5316	5134.281	48.849363	2215.000
FBtr0072159	694	512.604	1.546254	7.000
FBtr0076218	2574	2392.281	0.953664	20.148
FBtr0076219	2478	2296.281	50.733227	1028.852
FBtr0113346	1241	1059.281	0.106894	1.000
FBtr0100083	570	388.659	0.000000	0.000
FBtr0079765	644	462.616	0.244762	1.000
FBtr0071734	1182	1000.281	0.113199	1.000
FBtr0071191	1056	874.281	10.989760	84.854
FBtr0345988	1286	1104.281	2.168229	21.146
